Date,Category P or B,COA Account,Vendor,Vendor Type,Description,Amount,Paid Thru,GST Treatment,Place Of Supply,Tax,Tax Type,Tax Inclusive
17-08-2024,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,165,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
17-08-2024,Personal,Personal - Grocery & Household,Safartas Supermarket,Supermarket,Supermarket purchase /?? Safartas Supermarket,7.5,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
16-08-2024,Personal,Personal - Medical & Pharmacy,Aster Pharmacy/Clinic,Medical,Medical expense /?? Aster Pharmacy/Clinic,53.5,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
16-08-2024,Personal,Personal - Shopping & Lifestyle,Alhameidi Department Store,Retail,Retail purchase /?? Alhameidi Department Store,61.5,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
16-08-2024,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,144.01,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
15-08-2024,Business,Electricity - Business Premises,Dubai Smart Government,Government,Government payment /?? Dubai Smart Government,442.95,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
15-08-2024,Business,Electricity - Business Premises,Dubai Smart Government,Government,Government payment /?? Dubai Smart Government,100,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
15-08-2024,Business,Electricity - Business Premises,Dubai Smart Government,Government,Government payment /?? Dubai Smart Government,50,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
14-08-2024,Personal,Personal - Miscellaneous,Card Fee/EMI/VAT Adjustment,Card Adjustment,Card adjustment/refund /?? Card Fee/EMI/VAT Adjustment,382.72,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
14-08-2024,Personal,Personal - Miscellaneous,Card Fee/EMI/VAT Adjustment,Card Adjustment,Card adjustment/refund /?? Card Fee/EMI/VAT Adjustment,262.5,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
12-08-2024,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,120.04,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
11-08-2024,Personal,Personal - Subscriptions & Software,Amazon,Online Marketplace,Online shopping /?? Amazon,16,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
10-08-2024,Personal,Personal - Miscellaneous,Payment Al Quoz Branch (Bank Counter),Bank/Cash,Cash/bank transaction /?? Payment Al Quoz Branch (Bank Counter),0,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
09-08-2024,Personal,Personal - Miscellaneous,SEWA (Sharjah Electricity & Water Authority),Utility,Utility bill /?? SEWA (Sharjah Electricity & Water Authority),1148.17,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
09-08-2024,Personal,Personal - Miscellaneous,InsuranceMarket.ae,Insurance,Insurance payment /?? InsuranceMarket.ae,787.5,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
09-08-2024,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,130,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
06-08-2024,Personal,Personal - Vehicle Fuel,ADNOC,Fuel Station,Vehicle fuel /?? ADNOC,130,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
04-08-2024,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,19,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
04-08-2024,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,21.77,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
03-08-2024,Personal,Personal - Vehicle Fuel,ADNOC,Fuel Station,Vehicle fuel /?? ADNOC,134.05,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
02-08-2024,Personal,Personal - Food & Dining,Safar Tas Restaurant,Restaurant,Restaurant / dining /?? Safar Tas Restaurant,40,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
01-08-2024,Personal,Personal - Medical & Pharmacy,Vet Plus Vet Center,Medical - Veterinary,Veterinary expense /?? Vet Plus Vet Center,89.25,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
01-08-2024,Business,Software Subscriptions - Business,Google,Software/Cloud,Software/cloud subscription /?? Google,28.61,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
31-07-2024,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,127.04,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
30-07-2024,Personal,Personal - Grocery & Household,Nesto Hypermarket,Supermarket,Supermarket purchase /?? Nesto Hypermarket,205.32,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
29-07-2024,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,179.79,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
29-07-2024,Personal,Personal - Grocery & Household,Grand Hypermarket,Supermarket,Supermarket purchase /?? Grand Hypermarket,257.75,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
29-07-2024,Personal,Personal - Grocery & Household,Mohd Rashid Vegetables & Fruits,Grocery,Grocery purchase /?? Mohd Rashid Vegetables & Fruits,135,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
28-07-2024,Personal,Personal - Food & Dining,Noon,Online Marketplace,Online shopping /?? Noon,32.68,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
28-07-2024,Personal,Personal - Shopping & Lifestyle,Alhameidi Department Store,Retail,Retail purchase /?? Alhameidi Department Store,48,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
27-07-2024,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,40.2,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
27-07-2024,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,87,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
27-07-2024,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,129.9,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
27-07-2024,Personal,Personal - Vehicle Fuel,ADNOC,Fuel Station,Vehicle fuel /?? ADNOC,125,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
27-07-2024,Personal,Personal - Vehicle Maintenance,Fine Tools Equipment & Trading,Tools & Equipment,Tools & equipment purchase /?? Fine Tools Equipment & Trading,255,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
26-07-2024,Personal,Personal - Grocery & Household,ABC Supermarket,Supermarket,Supermarket purchase /?? ABC Supermarket,57,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
25-07-2024,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,54.59,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
24-07-2024,Personal,Personal - Grocery & Household,Safartas Supermarket,Supermarket,Supermarket purchase /?? Safartas Supermarket,9.5,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
24-07-2024,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,112.95,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
23-07-2024,Personal,Personal - Home Electricity,SEWA (Sharjah Electricity & Water Authority),Utility,Utility bill /?? SEWA (Sharjah Electricity & Water Authority),1112.73,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
23-07-2024,Personal,Personal - Miscellaneous,Golden Life Pharmacy,Pharmacy,Pharmacy purchase /?? Golden Life Pharmacy,51.63,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
23-07-2024,Personal,Personal - Vehicle Maintenance,Tyre Shop (Al Qouz/Al Taqdeer/Rukn Al Sahil),Vehicle Maintenance,Vehicle maintenance/repair /?? Tyre Shop (Al Qouz/Al Taqdeer/Rukn Al Sahil),45,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
22-07-2024,Personal,Personal - Grocery & Household,Every Day Fresh Hypermarket,Supermarket,Supermarket purchase /?? Every Day Fresh Hypermarket,6.81,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
21-07-2024,Personal,Personal - Vehicle Fuel,Emarat,Fuel Station,Vehicle fuel /?? Emarat,285.06,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
21-07-2024,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,125.02,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
20-07-2024,Personal,Personal - Vehicle Maintenance,Fine Tools Equipment & Trading,Tools & Equipment,Tools & equipment purchase /?? Fine Tools Equipment & Trading,260,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
19-07-2024,Personal,Personal - Food & Dining,Chocolala,Restaurant/Cafe,Restaurant/cafe /?? Chocolala,173.04,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
19-07-2024,Personal,Personal - Grocery & Household,ABC Supermarket,Supermarket,Supermarket purchase /?? ABC Supermarket,64,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
17-07-2024,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,126.09,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
16-07-2024,Personal,Personal - Grocery & Household,Safartas Supermarket,Supermarket,Supermarket purchase /?? Safartas Supermarket,7.5,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
14-07-2024,Personal,Personal - Miscellaneous,Card Fee/EMI/VAT Adjustment,Card Adjustment,Card adjustment/refund /?? Card Fee/EMI/VAT Adjustment,3036.26,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
14-07-2024,Personal,Personal - Shopping & Lifestyle,Alhameidi Department Store,Retail,Retail purchase /?? Alhameidi Department Store,45,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
14-07-2024,Personal,Personal - Vehicle Fuel,ADNOC,Fuel Station,Vehicle fuel /?? ADNOC,144.26,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
12-07-2024,Personal,Personal - Vehicle Maintenance,Fine Tools Equipment & Trading,Tools & Equipment,Tools & equipment purchase /?? Fine Tools Equipment & Trading,270,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
11-07-2024,Personal,Personal - Grocery & Household,Every Day Fresh Hypermarket,Supermarket,Supermarket purchase /?? Every Day Fresh Hypermarket,36.5,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
11-07-2024,Personal,Personal - Grocery & Household,Every Day Fresh Hypermarket,Supermarket,Supermarket purchase /?? Every Day Fresh Hypermarket,1.39,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
11-07-2024,Personal,Personal - Subscriptions & Software,Amazon,Online Marketplace,Online shopping /?? Amazon,16,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
11-07-2024,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,135.01,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
09-07-2024,Business,Electricity - Business Premises,Dubai Smart Government,Government,Government payment /?? Dubai Smart Government,442.95,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
09-07-2024,Personal,Personal - Miscellaneous,Payment Al Quoz Branch (Bank Counter),Bank/Cash,Cash/bank transaction /?? Payment Al Quoz Branch (Bank Counter),0,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
08-07-2024,Personal,Personal - Miscellaneous,Dubai Smart Government,Government,Government payment /?? Dubai Smart Government,2,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
08-07-2024,Personal,Personal - Vehicle Fuel,Emarat,Fuel Station,Vehicle fuel /?? Emarat,100,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
08-07-2024,Personal,Personal - Vehicle Fuel,ADNOC,Fuel Station,Vehicle fuel /?? ADNOC,125.02,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
05-07-2024,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,63.82,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
04-07-2024,Personal,Personal - Grocery & Household,Grand Hypermarket,Supermarket,Supermarket purchase /?? Grand Hypermarket,363.08,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
04-07-2024,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,128.82,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
04-07-2024,Business,Vehicle Registration & Insurance,InsuranceMarket.ae,Insurance,Insurance payment /?? InsuranceMarket.ae,787.5,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
03-07-2024,Personal,Personal - Shopping & Lifestyle,Tyre Shop (Al Qouz/Al Taqdeer/Rukn Al Sahil),Vehicle Maintenance,Vehicle maintenance/repair /?? Tyre Shop (Al Qouz/Al Taqdeer/Rukn Al Sahil),30,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
02-07-2024,Personal,Personal - Home Electricity,SEWA (Sharjah Electricity & Water Authority),Utility,Utility bill /?? SEWA (Sharjah Electricity & Water Authority),1148.17,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
01-07-2024,Personal,Personal - Miscellaneous,Dubai Smart Government,Government,Government payment /?? Dubai Smart Government,2,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
01-07-2024,Personal,Personal - Vehicle Fuel,ADNOC,Fuel Station,Vehicle fuel /?? ADNOC,125.02,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
01-07-2024,Business,Software Subscriptions - Business,Google,Software/Cloud,Software/cloud subscription /?? Google,28.29,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
30-06-2024,Personal,Personal - Food & Dining,Bikaner Restaurant,Restaurant,Restaurant / dining /?? Bikaner Restaurant,99.25,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
28-06-2024,Personal,Personal - Grocery & Household,Al Bawadi Supermarket,Supermarket,Supermarket purchase /?? Al Bawadi Supermarket,27.5,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
28-06-2024,Personal,Personal - Grocery & Household,Grand City Mall,Shopping Mall,Shopping mall purchase /?? Grand City Mall,60,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
28-06-2024,Personal,Personal - Medical & Pharmacy,Golden Life Pharmacy,Pharmacy,Pharmacy purchase /?? Golden Life Pharmacy,68.38,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
28-06-2024,Personal,Personal - Vehicle Fuel,ADNOC,Fuel Station,Vehicle fuel /?? ADNOC,136.81,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
27-06-2024,Personal,Personal - Grocery & Household,ABC Supermarket,Supermarket,Supermarket purchase /?? ABC Supermarket,29.5,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
26-06-2024,Personal,Personal - Grocery & Household,Grand Hypermarket,Supermarket,Supermarket purchase /?? Grand Hypermarket,133.59,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
26-06-2024,Personal,Personal - Shopping & Lifestyle,Tyre Shop (Al Qouz/Al Taqdeer/Rukn Al Sahil),Vehicle Maintenance,Vehicle maintenance/repair /?? Tyre Shop (Al Qouz/Al Taqdeer/Rukn Al Sahil),15,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
26-06-2024,Personal,Personal - Vehicle Maintenance,Motor Land,Vehicle Maintenance,Vehicle maintenance/repair /?? Motor Land,110,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
26-06-2024,Business,Vat Payment To Fta,Federal Tax Authority (FTA),Government / VAT,VAT payment /?? Federal Tax Authority (FTA),4743.43,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
25-06-2024,Personal,Personal - Vehicle Fuel,ADNOC,Fuel Station,Vehicle fuel /?? ADNOC,130.07,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
24-06-2024,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,257.07,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
23-06-2024,Personal,Personal - Food & Dining,Safar Tas Restaurant,Restaurant,Restaurant / dining /?? Safar Tas Restaurant,40,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
22-06-2024,Personal,Personal - Grocery & Household,Al Bawadi Supermarket,Supermarket,Supermarket purchase /?? Al Bawadi Supermarket,16.25,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
22-06-2024,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,145.02,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
21-06-2024,Personal,Personal - Grocery & Household,Carrefour,Supermarket,Supermarket purchase /?? Carrefour,392.1,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
21-06-2024,Personal,Personal - Shopping & Lifestyle,Giordano,Retail - Apparel,Clothing purchase /?? Giordano,59,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
20-06-2024,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,97.29,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
20-06-2024,Personal,Personal - Vehicle Maintenance,Fine Tools Equipment & Trading,Tools & Equipment,Tools & equipment purchase /?? Fine Tools Equipment & Trading,245,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
20-06-2024,Business,Printing & Stationery,A B Print House,Printing & Stationery,Printing & stationery /?? A B Print House,8.41,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
19-06-2024,Personal,Personal - Grocery & Household,Al Bawadi Supermarket,Supermarket,Supermarket purchase /?? Al Bawadi Supermarket,12,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
19-06-2024,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,135.02,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
17-06-2024,Business,Bank & Card Annual Fees,Card Fee/EMI/VAT Adjustment,Card Adjustment,Card adjustment/refund /?? Card Fee/EMI/VAT Adjustment,650,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
17-06-2024,Business,Bank & Card Annual Fees,Card Fee/EMI/VAT Adjustment,Card Adjustment,Card adjustment/refund /?? Card Fee/EMI/VAT Adjustment,32.5,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
17-06-2024,Business,Electricity - Business Premises,Dubai Smart Government,Government,Government payment /?? Dubai Smart Government,444.23,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
17-06-2024,Personal,Personal - Grocery & Household,Gala Supermarket,Supermarket,Supermarket purchase /?? Gala Supermarket,19.17,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
17-06-2024,Personal,Personal - Shopping & Lifestyle,Al Taqdeer Smoking,Retail,Retail purchase /?? Al Taqdeer Smoking,60,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
