Date,Category P or B,COA Account,Vendor,Vendor Type,Description,Amount,Paid Thru,GST Treatment,Place Of Supply,Tax,Tax Type,Tax Inclusive
05-11-2024,Personal,Personal - Medical & Pharmacy,Life Pharmacy,Pharmacy,Pharmacy purchase /?? Life Pharmacy,77.05,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
04-11-2024,Personal,Personal - Grocery & Household,Grand Hypermarket,Supermarket,Supermarket purchase /?? Grand Hypermarket,202.83,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
04-11-2024,Personal,Personal - Grocery & Household,Mohd Rashid Vegetables & Fruits,Grocery,Grocery purchase /?? Mohd Rashid Vegetables & Fruits,125,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
04-11-2024,Personal,Personal - Vehicle Fuel,Emarat,Fuel Station,Vehicle fuel /?? Emarat,100,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
04-11-2024,Personal,Personal - Vehicle Fuel,Emarat,Fuel Station,Vehicle fuel /?? Emarat,100,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
03-11-2024,Personal,Personal - Miscellaneous,Fine Tools Equipment & Trading,Tools & Equipment,Tools & equipment purchase /?? Fine Tools Equipment & Trading,267,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
03-11-2024,Personal,Personal - Miscellaneous,Fine Tools Equipment & Trading,Tools & Equipment,Tools & equipment purchase /?? Fine Tools Equipment & Trading,267,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
01-11-2024,Personal,Personal - Shopping & Lifestyle,Al Taqdeer Smoking,Retail,Retail purchase /?? Al Taqdeer Smoking,60,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
01-11-2024,Personal,Personal - Vehicle Fuel,Emarat,Fuel Station,Vehicle fuel /?? Emarat,145,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
01-11-2024,Personal,Personal - Vehicle Fuel,Emarat,Fuel Station,Vehicle fuel /?? Emarat,145,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
01-11-2024,Business,Software Subscriptions - Business,Google,Software/Cloud,Software/cloud subscription /?? Google,28.72,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
31-10-2024,Personal,Personal - Food & Dining,Bikaner Restaurant,Restaurant,Restaurant / dining /?? Bikaner Restaurant,70,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
31-10-2024,Personal,Personal - Food & Dining,Bikaner Restaurant,Restaurant,Restaurant / dining /?? Bikaner Restaurant,55,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
31-10-2024,Personal,Personal - Grocery & Household,Souq Al Tawabel,Grocery,Grocery purchase /?? Souq Al Tawabel,10.75,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
31-10-2024,Personal,Personal - Grocery & Household,Perumal Stores,Supermarket,Supermarket purchase /?? Perumal Stores,18,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
31-10-2024,Personal,Personal - Grocery & Household,Green Leaf Food Stuff,Grocery,Grocery purchase /?? Green Leaf Food Stuff,2,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
30-10-2024,Personal,Personal - Food & Dining,Bikanervala,Restaurant,Restaurant / dining /?? Bikanervala,264,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
30-10-2024,Personal,Personal - Vehicle Fuel,ADNOC,Fuel Station,Vehicle fuel /?? ADNOC,100,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
29-10-2024,Personal,Personal - Grocery & Household,Nesto Hypermarket,Supermarket,Supermarket purchase /?? Nesto Hypermarket,129.57,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
29-10-2024,Personal,Personal - Miscellaneous,Dubai Smart Government,Government,Government payment /?? Dubai Smart Government,2,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
29-10-2024,Personal,Personal - Shopping & Lifestyle,IKEA,Retail,Retail purchase /?? IKEA,10,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
29-10-2024,Personal,Personal - Shopping & Lifestyle,IKEA,Retail,Retail purchase /?? IKEA,19.85,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
28-10-2024,Personal,Personal - Miscellaneous,Dubai Smart Government,Government,Government payment /?? Dubai Smart Government,2,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
28-10-2024,Personal,Personal - Miscellaneous,Grace Link Conferences,Business Services,Business services /?? Grace Link Conferences,3,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
28-10-2024,Personal,Personal - Miscellaneous,Grace Link Conferences,Business Services,Business services /?? Grace Link Conferences,3,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
28-10-2024,Personal,Personal - Travel & Conveyance,Zone Tourism,Travel Agency,Travel booking /?? Zone Tourism,773,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
28-10-2024,Personal,Personal - Travel & Conveyance,Zone Tourism,Travel Agency,Travel booking /?? Zone Tourism,1339,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
28-10-2024,Personal,Personal - Travel & Conveyance,Zone Tourism,Travel Agency,Travel booking /?? Zone Tourism,773,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
28-10-2024,Personal,Personal - Travel & Conveyance,Zone Tourism,Travel Agency,Travel booking /?? Zone Tourism,1339,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
28-10-2024,Personal,Personal - Vehicle Fuel,Emarat,Fuel Station,Vehicle fuel /?? Emarat,105.04,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
28-10-2024,Personal,Personal - Vehicle Fuel,Emarat,Fuel Station,Vehicle fuel /?? Emarat,105.04,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
27-10-2024,Business,Electricity - Business Premises,Dubai Smart Government,Government,Government payment /?? Dubai Smart Government,100,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
23-10-2024,Personal,Personal - Vehicle Fuel,Emarat,Fuel Station,Vehicle fuel /?? Emarat,110.07,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
23-10-2024,Personal,Personal - Vehicle Fuel,Emarat,Fuel Station,Vehicle fuel /?? Emarat,110.07,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
22-10-2024,Personal,Personal - Miscellaneous,ABC Supermarket,Supermarket,Supermarket purchase /?? ABC Supermarket,61.5,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
22-10-2024,Personal,Personal - Miscellaneous,ABC Supermarket,Supermarket,Supermarket purchase /?? ABC Supermarket,61.5,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
21-10-2024,Personal,Personal - Grocery & Household,Nesto Hypermarket,Supermarket,Supermarket purchase /?? Nesto Hypermarket,94.34,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
21-10-2024,Personal,Personal - Subscriptions & Software,Amazon,Online Marketplace,Online shopping /?? Amazon,16,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
20-10-2024,Business,Mobile & Telecom - Business,Virgin Mobile UAE,Telecom,Telecom / mobile bill /?? Virgin Mobile UAE,554.4,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
20-10-2024,Personal,Personal - Shopping & Lifestyle,Qamar Al Zaman Beauty,Salon/Beauty,Salon/beauty service /?? Qamar Al Zaman Beauty,53,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
18-10-2024,Personal,Personal - Vehicle Fuel,Emarat,Fuel Station,Vehicle fuel /?? Emarat,105.87,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
18-10-2024,Personal,Personal - Vehicle Fuel,Emarat,Fuel Station,Vehicle fuel /?? Emarat,105.87,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
17-10-2024,Personal,Personal - Miscellaneous,Alhameidi Department Store,Retail,Retail purchase /?? Alhameidi Department Store,55,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
17-10-2024,Personal,Personal - Miscellaneous,Alhameidi Department Store,Retail,Retail purchase /?? Alhameidi Department Store,55,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
16-10-2024,Personal,Personal - Shopping & Lifestyle,Gazi Gents Salon,Salon/Beauty,Salon/beauty service /?? Gazi Gents Salon,5,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
16-10-2024,Personal,Personal - Vehicle Fuel,Emarat,Fuel Station,Vehicle fuel /?? Emarat,235.03,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
15-10-2024,Personal,Personal - Grocery & Household,Mohd Rashid Vegetables & Fruits,Grocery,Grocery purchase /?? Mohd Rashid Vegetables & Fruits,115,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
15-10-2024,Personal,Personal - Miscellaneous,Bait Al Halabi,Restaurant/Confectionery,Restaurant/confectionery /?? Bait Al Halabi,15,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
15-10-2024,Personal,Personal - Shopping & Lifestyle,Al Taqdeer Smoking,Retail,Retail purchase /?? Al Taqdeer Smoking,30,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
15-10-2024,Personal,Personal - Vehicle Fuel,Emarat,Fuel Station,Vehicle fuel /?? Emarat,113.85,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
15-10-2024,Personal,Personal - Vehicle Fuel,Emarat,Fuel Station,Vehicle fuel /?? Emarat,113.85,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
14-10-2024,Personal,Personal - Miscellaneous,Card Fee/EMI/VAT Adjustment,Card Adjustment,Card adjustment/refund /?? Card Fee/EMI/VAT Adjustment,382.73,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
14-10-2024,Personal,Personal - Miscellaneous,Card Fee/EMI/VAT Adjustment,Card Adjustment,Card adjustment/refund /?? Card Fee/EMI/VAT Adjustment,262.5,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
14-10-2024,Personal,Personal - Miscellaneous,Card Fee/EMI/VAT Adjustment,Card Adjustment,Card adjustment/refund /?? Card Fee/EMI/VAT Adjustment,2008.94,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
14-10-2024,Personal,Personal - Miscellaneous,Card Fee/EMI/VAT Adjustment,Card Adjustment,Card adjustment/refund /?? Card Fee/EMI/VAT Adjustment,387.29,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
14-10-2024,Personal,Personal - Shopping & Lifestyle,Deqa Al Sourah Studio,Salon/Beauty,Salon/beauty service /?? Deqa Al Sourah Studio,25,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
13-10-2024,Personal,Personal - Miscellaneous,A B Print House,Printing & Stationery,Printing & stationery /?? A B Print House,3,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
13-10-2024,Personal,Personal - Miscellaneous,A B Print House,Printing & Stationery,Printing & stationery /?? A B Print House,3,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
11-10-2024,Personal,Personal - Subscriptions & Software,Amazon,Online Marketplace,Online shopping /?? Amazon,16,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
10-10-2024,Business,Electricity - Business Premises,Dubai Smart Government,Government,Government payment /?? Dubai Smart Government,442.95,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
10-10-2024,Personal,Personal - Grocery & Household,Nesto Hypermarket,Supermarket,Supermarket purchase /?? Nesto Hypermarket,538.71,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
10-10-2024,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,113,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
09-10-2024,Personal,Personal - Miscellaneous,Payment Al Quoz Branch (Bank Counter),Bank/Cash,Cash/bank transaction /?? Payment Al Quoz Branch (Bank Counter),0,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
08-10-2024,Business,Electricity - Business Premises,Dubai Smart Government,Government,Government payment /?? Dubai Smart Government,10,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
08-10-2024,Business,Mobile & Telecom - Business,Virgin Mobile UAE,Telecom,Telecom / mobile bill /?? Virgin Mobile UAE,50,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
08-10-2024,Personal,Personal - Medical & Pharmacy,Salah Din Medical Fitness,Medical,Medical expense /?? Salah Din Medical Fitness,78.14,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
08-10-2024,Personal,Personal - Shopping & Lifestyle,Alhameidi Department Store,Retail,Retail purchase /?? Alhameidi Department Store,45,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
08-10-2024,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,115.01,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
08-10-2024,Business,Printing & Stationery,Rapid Pro Typing Services,Printing & Stationery,Printing & stationery /?? Rapid Pro Typing Services,261.86,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
08-10-2024,Business,Printing & Stationery,A B Print House,Printing & Stationery,Printing & stationery /?? A B Print House,7.26,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
07-10-2024,Personal,Personal - Grocery & Household,NowNow (Talabat Grocery),Food Delivery,Food delivery /?? NowNow (Talabat Grocery),151.75,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
07-10-2024,Personal,Personal - Medical & Pharmacy,Vet Plus Vet Center,Medical - Veterinary,Veterinary expense /?? Vet Plus Vet Center,1497.25,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
06-10-2024,Business,Miscellaneous Business Expenses,Alhind & Middle East Exchange,Money Exchange,Currency exchange /?? Alhind & Middle East Exchange,548.11,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
06-10-2024,Business,Mobile & Telecom - Business,Digital,Uncategorised - review,"Digital /?? uncategorised, please review",1161.88,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
06-10-2024,Personal,Personal - Miscellaneous,Federal Tax Authority (FTA),Government / VAT,VAT payment /?? Federal Tax Authority (FTA),6026.82,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
06-10-2024,Personal,Personal - Miscellaneous,Federal Tax Authority (FTA),Government / VAT,VAT payment /?? Federal Tax Authority (FTA),6026.82,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
05-10-2024,Business,Miscellaneous Business Expenses,Alhind & Middle East Exchange,Money Exchange,Currency exchange /?? Alhind & Middle East Exchange,1330.78,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
05-10-2024,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,105,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
04-10-2024,Personal,Personal - Shopping & Lifestyle,Groupon,Retail - Online,Online retail purchase /?? Groupon,68.68,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
04-10-2024,Personal,Personal - Vehicle Maintenance,Fine Tools Equipment & Trading,Tools & Equipment,Tools & equipment purchase /?? Fine Tools Equipment & Trading,450,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
03-10-2024,Business,Electricity - Business Premises,Dubai Smart Government,Government,Government payment /?? Dubai Smart Government,50,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
03-10-2024,Personal,Personal - Shopping & Lifestyle,Alhameidi Department Store,Retail,Retail purchase /?? Alhameidi Department Store,45,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
03-10-2024,Personal,Personal - Travel & Conveyance,Dubai Taxi,Transport,Transport/taxi /?? Dubai Taxi,92.5,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
03-10-2024,Personal,Personal - Travel & Conveyance,Dubai Duty Free,Travel/Retail,Travel/retail purchase /?? Dubai Duty Free,491.07,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
03-10-2024,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,97.87,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
01-10-2024,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,95.17,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
01-10-2024,Business,Software Subscriptions - Business,Google,Software/Cloud,Software/cloud subscription /?? Google,29.57,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
29-09-2024,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,115.84,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
26-09-2024,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,113.03,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
25-09-2024,Business,Mobile & Telecom - Business,Virgin Mobile UAE,Telecom,Telecom / mobile bill /?? Virgin Mobile UAE,50,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
25-09-2024,Personal,Personal - Miscellaneous,Inward IPP Credit (Instant Payment),Bank Transfer,Bank transfer /?? Inward IPP Credit (Instant Payment),-6026.82,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
25-09-2024,Business,Vat Payment To Fta,Federal Tax Authority (FTA),Government / VAT,VAT payment /?? Federal Tax Authority (FTA),6026.82,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
24-09-2024,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,136,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
23-09-2024,Business,Mobile & Telecom - Business,Virgin Mobile UAE,Telecom,Telecom / mobile bill /?? Virgin Mobile UAE,50,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
23-09-2024,Business,Mobile & Telecom - Business,Digital,Uncategorised - review,"Digital /?? uncategorised, please review",1161.88,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
22-09-2024,Personal,Personal - Grocery & Household,ABC Supermarket,Supermarket,Supermarket purchase /?? ABC Supermarket,97.5,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
22-09-2024,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,125.02,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
21-09-2024,Personal,Personal - Travel & Conveyance,Dubai Duty Free,Travel/Retail,Travel/retail purchase /?? Dubai Duty Free,102,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
21-09-2024,Personal,Personal - Travel & Conveyance,Dubai Duty Free,Travel/Retail,Travel/retail purchase /?? Dubai Duty Free,150,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
20-09-2024,Business,Electricity - Business Premises,Dubai Smart Government,Government,Government payment /?? Dubai Smart Government,50,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
19-09-2024,Personal,Personal - Air Travel,Air India,Airline,Air travel booking /?? Air India,355,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
19-09-2024,Personal,Personal - Vehicle Fuel,ADNOC,Fuel Station,Vehicle fuel /?? ADNOC,110,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
19-09-2024,Personal,Personal - Vehicle Maintenance,Fine Tools Equipment & Trading,Tools & Equipment,Tools & equipment purchase /?? Fine Tools Equipment & Trading,80,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
18-09-2024,Personal,Personal - Vehicle Fuel,ADNOC,Fuel Station,Vehicle fuel /?? ADNOC,110.03,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
17-09-2024,Business,General Maintenance & Repairs,Laspinas Building Materials,Maintenance/Repairs,Maintenance/repairs /?? Laspinas Building Materials,113.4,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
16-09-2024,Personal,Personal - Vehicle Fuel,ADNOC,Fuel Station,Vehicle fuel /?? ADNOC,120,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
15-09-2024,Personal,Personal - Shopping & Lifestyle,Alhameidi Department Store,Retail,Retail purchase /?? Alhameidi Department Store,94,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
14-09-2024,Personal,Personal - Miscellaneous,Card Fee/EMI/VAT Adjustment,Card Adjustment,Card adjustment/refund /?? Card Fee/EMI/VAT Adjustment,382.72,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
14-09-2024,Personal,Personal - Miscellaneous,Card Fee/EMI/VAT Adjustment,Card Adjustment,Card adjustment/refund /?? Card Fee/EMI/VAT Adjustment,262.5,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
14-09-2024,Personal,Personal - Travel & Conveyance,Sharjah Taxi,Transport,Transport/taxi /?? Sharjah Taxi,15.5,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
13-09-2024,Personal,Personal - Vehicle Maintenance,Tyre Shop (Al Qouz/Al Taqdeer/Rukn Al Sahil),Vehicle Maintenance,Vehicle maintenance/repair /?? Tyre Shop (Al Qouz/Al Taqdeer/Rukn Al Sahil),90,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
12-09-2024,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,14.18,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
12-09-2024,Personal,Personal - Vehicle Fuel,ADNOC,Fuel Station,Vehicle fuel /?? ADNOC,105,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
11-09-2024,Business,Electricity - Business Premises,Dubai Smart Government,Government,Government payment /?? Dubai Smart Government,444.22,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
11-09-2024,Personal,Personal - Miscellaneous,A B Print House,Printing & Stationery,Printing & stationery /?? A B Print House,8.01,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
11-09-2024,Personal,Personal - Subscriptions & Software,Amazon,Online Marketplace,Online shopping /?? Amazon,16,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
10-09-2024,Personal,Personal - Vehicle Fuel,ADNOC,Fuel Station,Vehicle fuel /?? ADNOC,120.12,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
10-09-2024,Personal,Personal - Vehicle Maintenance,Premium Quality Auto,Vehicle Maintenance,Vehicle maintenance/repair /?? Premium Quality Auto,78,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
09-09-2024,Personal,Personal - Miscellaneous,Payment Al Quoz Branch (Bank Counter),Bank/Cash,Cash/bank transaction /?? Payment Al Quoz Branch (Bank Counter),0,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
07-09-2024,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,125.88,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
05-09-2024,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,125.04,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
02-09-2024,Personal,Personal - Shopping & Lifestyle,Al Taqdeer Smoking,Retail,Retail purchase /?? Al Taqdeer Smoking,60,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
02-09-2024,Personal,Personal - Vehicle Fuel,ADNOC,Fuel Station,Vehicle fuel /?? ADNOC,119.1,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
01-09-2024,Business,Software Subscriptions - Business,Google,Software/Cloud,Software/cloud subscription /?? Google,29.27,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
31-08-2024,Personal,Personal - Home Electricity,SEWA (Sharjah Electricity & Water Authority),Utility,Utility bill /?? SEWA (Sharjah Electricity & Water Authority),1738.46,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
30-08-2024,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,140.02,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
29-08-2024,Business,Licensing & Government Fees,ICP Smart Services (Federal Authority),Government,Government payment /?? ICP Smart Services (Federal Authority),3422.74,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
28-08-2024,Personal,Personal - Vehicle Maintenance,Al Kanary Car,Vehicle Maintenance,Vehicle maintenance/repair /?? Al Kanary Car,230,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
27-08-2024,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,119.6,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
27-08-2024,Personal,Personal - Vehicle Maintenance,Fine Tools Equipment & Trading,Tools & Equipment,Tools & equipment purchase /?? Fine Tools Equipment & Trading,110,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
25-08-2024,Personal,Personal - Medical & Pharmacy,Ministry of Foreign Affairs,Government,Government payment /?? Ministry of Foreign Affairs,192.7,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
25-08-2024,Personal,Personal - Shopping & Lifestyle,Noon,Online Marketplace,Online shopping /?? Noon,62.7,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
25-08-2024,Personal,Personal - Vehicle Fuel,ADNOC,Fuel Station,Vehicle fuel /?? ADNOC,135.04,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
22-08-2024,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,27.44,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
22-08-2024,Personal,Personal - Grocery & Household,Masafi,Grocery/Water,Grocery/drinking water /?? Masafi,600,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
22-08-2024,Personal,Personal - Vehicle Fuel,ADNOC,Fuel Station,Vehicle fuel /?? ADNOC,128.1,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
21-08-2024,Personal,Personal - Grocery & Household,ABC Supermarket,Supermarket,Supermarket purchase /?? ABC Supermarket,68.5,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
20-08-2024,Personal,Personal - Vehicle Fuel,ENOC/EPPCO,Fuel Station,Vehicle fuel /?? ENOC/EPPCO,135.13,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
19-08-2024,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,30.95,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
17-08-2024,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,32.45,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
17-08-2024,Personal,Personal - Amazon Shopping,Amazon,Online Marketplace,Online shopping /?? Amazon,46.95,Mashreq_Main,business_registered_regular,BR,GST5,Tax Group,Yes
